fiscalquartername,FiscalPeriod,FiscalYear,Company,Top_Most_BP,BusinessPartner,Item_Number,Item_Description,Ship_to_State,Ship_to_City,Quantity,Planned_Delivery_Date,Address_1,Address_2,Postal_Code,Budget_Qty,Forecast_Qty,Line_of_Business,domestic_or_international,planned_delivery_year,planned_delivery_month,planned_delivery_month_num,planned_delivery_day
"Fiscal Quarter 2, 2012",201205,2012,"613 (Merced, CA)",UNILEVER (GPC000012),Unilever Bestfoods (CUS007751),201869,BG 1320 PPHN2FT 4300C/4300-OBS,KS,NEW CENTURY,200,2012-02-27T00:00:00Z,27080 W. 159TH STREET,NA,66031-1129,140,280,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Feb,2,27
"Fiscal Quarter 2, 2014",201405,2014,"613 (Merced, CA)","Alimentos Del Fuerte, S.A. DE C.V. (CUS008643)","Alimentos Del Fuerte, S.A. DE C.V. (CUS008643)",200328,BS 0220 APPHM 1F 3400/3400,AZ,Nogales,4e3,2014-02-03T00:00:00Z,1430 North Industrial Park Ave,NA,85621,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Feb,2,3
"Fiscal Quarter 2, 2016",201604,2016,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200346,BS 1080 APPHM 2F 80X80 TS43BME,IA,Muscatine,350,2016-01-29T00:00:00Z,1357 Isett Avenue,NA,52761-4521,0,420,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Jan,1,29
"Fiscal Quarter 2, 2016",201606,2016,"611 (Northlake, IL)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200301,BS 0220 APHM 1F 800X/800,IA,Muscatine,600,2016-03-22T00:00:00Z,1357 Isett Avenue,NA,52761-4521,1e3,600,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Mar,3,22
"Fiscal Quarter 2, 2017",201705,2017,"613 (Merced, CA)",TOMATES INDUSTRIALIZADOS SA de CV (CUS009129),TOMATES INDUSTRIALIZADOS SA de CV (CUS009129),200363,BS 1200 APPHM 2600CAP/2600,CA,SAN DIEGO,1440,2017-02-06T00:00:00Z,8830 SIEMPRE VIVA ROAD,SUITE 100,92154,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Feb,2,6
"Fiscal Quarter 2, 2018",201806,2018,"613 (Merced, CA)","Mizkan Americas, Inc. (CUS009480)","Mizkan America, Inc. (CUS011122)",206897,BG 0012 AVHV 1700/3 IN /INSRT,CA,STOCKTON,-1067,2018-02-05T00:00:00Z,1400 East Waterloo Road,NA,95205,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Feb,2,5
"Fiscal Quarter 4, 2016",201610,2016,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS (CUS008744),201508,BS 0220 APVHN 1F 5100/INS&CAP,CA,WILLIAMS,800,2016-07-15T00:00:00Z,6229 MEYERS ROAD,NA,95987-5800,5e3,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Jul,7,15
"Fiscal Quarter 4, 2016",201611,2016,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",201511,BS 0220 APHM 1F 5100/INS&CAP,CA,Buttonwillow,3240,2016-08-29T00:00:00Z,36889 HWY 58,NA,93206-0515,23e3,7317,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Aug,8,29
"Fiscal Quarter 4, 2016",201611,2016,"613 (Merced, CA)","Mizkan Americas, Inc. (CUS009480)","Mizkan America, Inc. (CUS011122)",200357,BS 1200 APPHM 1F 1700/INS&CAP,CA,STOCKTON,14760,2016-08-22T00:00:00Z,1400 East Waterloo Road,NA,95205,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Aug,8,22
"Fiscal Quarter 4, 2016",201612,2016,"613 (Merced, CA)","Mizkan Americas, Inc. (CUS009480)","Mizkan America, Inc. (CUS011122)",200357,BS 1200 APPHM 1F 1700/INS&CAP,CA,STOCKTON,5580,2016-09-19T00:00:00Z,1400 East Waterloo Road,NA,95205,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Sep,9,19
"Fiscal Quarter 4, 2017",201710,2017,"613 (Merced, CA)","Hirzel Canning Company, Inc. (CUS000381)","Hirzel Canning Company, Inc. (CUS000380)",200301,BS 0220 APHM 1F 800X/800,OH,OTTAWA,4800,2017-07-31T00:00:00Z,325 WILLIAMSTOWN ROAD,NA,45875,4e3,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Jul,7,31
"Fiscal Quarter 4, 2017",201710,2017,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",206463,BS 0012 AVHV 5100/5100/INSRT,CA,Buttonwillow,3e3,2017-07-07T00:00:00Z,36889 HWY 58,NA,93206-0515,0,4500,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Jul,7,7
"Fiscal Quarter 4, 2017",201710,2017,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),MORNING STAR PACKING COMPANY (CUS000469),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Williams,4320,2017-07-18T00:00:00Z,2211 Old Highway 99 West,NA,95987-5146,54e3,57e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Jul,7,18
"Fiscal Quarter 4, 2017",201710,2017,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS (CUS008744),201511,BS 0220 APHM 1F 5100/INS&CAP,CA,WILLIAMS,10800,2017-07-13T00:00:00Z,6229 MEYERS ROAD,NA,95987-5800,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Jul,7,13
"Fiscal Quarter 4, 2017",201711,2017,"613 (Merced, CA)",DEL MONTE CORPORATION (GPC000003),DEL MONTE CORPORATION (CUS009217),206763,BS 1200 APVHV 5100/5100/INSRT,CA,Modesto,1400,2017-08-16T00:00:00Z,4000 Yosemite Blvd,NA,95357-1580,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Aug,8,16
"Fiscal Quarter 4, 2018",201810,2018,"613 (Merced, CA)","Hirzel Canning Company, Inc. (CUS000381)","Hirzel Canning Company, Inc. (CUS000380)",206350,BS 1320 APPHM 1F 3400/3400 CTR,OH,OTTAWA,3200,2018-07-12T00:00:00Z,232 East Jackson St.,NA,45875,NA,3200,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Jul,7,12
"Fiscal Quarter 4, 2018",201810,2018,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),MORNING STAR PACKING COMPANY (CUS000469),200316,BS 0220 APHM 1F 1700/INS&CAP,CA,Woodland,14400,2018-07-23T00:00:00Z,1376 Lemon Avenue,NA,95776-3369,NA,17500,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Jul,7,23
"Fiscal Quarter 4, 2018",201810,2018,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),201521,BS 1200 APVHN 5100/INS&CAP CTR,CA,Lemoore,11760,2018-07-17T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,21500,9473,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Jul,7,17
"Fiscal Quarter 4, 2018",201810,2018,"613 (Merced, CA)",SALSAS CASTILLO SAPI DE CV. (CUS008604),SALSAS CASTILLO SAPI DE CV. (CUS008604),200350,BS 1200 APPHM 1F 800X/800,AZ,"Nogales, AZ",180,2018-07-30T00:00:00Z,1982 N. Smokey Lane,NA,85621,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Jul,7,30
"Fiscal Quarter 4, 2018",201811,2018,"613 (Merced, CA)",Ingomar Packing (CUS000390),Ingomar Packing (CUS000390),201508,BS 0220 APVHN 1F 5100/INS&CAP,CA,Los Banos,9200,2018-08-16T00:00:00Z,9950 South Ingomar Grade,NA,93635-1448,24493,6300,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Aug,8,16
"Fiscal Quarter 4, 2018",201811,2018,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),201521,BS 1200 APVHN 5100/INS&CAP CTR,CA,Los Banos,24640,2018-08-17T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,37907,25e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Aug,8,17
"Fiscal Quarter 4, 2018",201812,2018,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),201591,BS 1200 APPHM 1F 3400/3400 CTR,CA,Los Banos,140,2018-09-25T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Sep,9,25
"Fiscal Quarter 2, 2018",201805,2018,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),262902,TBS 0220 APPHV 5100/5100/INS,CA,Lemoore,120,2018-02-08T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Feb,2,8
"Fiscal Quarter 3, 2011",201109,2011,"613 (Merced, CA)","Hirzel Canning Company, Inc. (CUS000381)","Hirzel Canning Company, Inc. (CUS000381)",202802,BG 0012 AHV 6300/6300 WB,OH,Northwood,3e4,2011-06-24T00:00:00Z,411 LEMOYNE ROAD AT WOODVILLE,NA,43619,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Jun,6,24
"Fiscal Quarter 3, 2012",201209,2012,"613 (Merced, CA)",UNILEVER (GPC000012),Unilever Bestfoods (CUS007751),201869,BG 1320 PPHN2FT 4300C/4300-OBS,KS,NEW CENTURY,260,2012-06-27T00:00:00Z,27080 W. 159TH STREET,NA,66031-1129,60,140,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Jun,6,27
"Fiscal Quarter 3, 2013",201308,2013,"613 (Merced, CA)",Productos Industrializados (CUS003562),Productos Industrializados (CUS003562),200311,BS 0220 AVHM 800/800X,TX,Laredo Texas,5500,2013-05-06T00:00:00Z,302 Quivira DR,Pan Americana Park,78045,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,May,5,6
"Fiscal Quarter 3, 2013",201309,2013,"613 (Merced, CA)",CONAGRA (GPC000027),Conagra Grocery Products Company (CUS000613),200171,BG 0012 AHV 1700/1700/INS,CA,OAKDALE,3330,2013-06-28T00:00:00Z,554 SOUTH YOSEMITE AVENUE,NA,95361,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Jun,6,28
"Fiscal Quarter 2, 2014",201404,2014,"611 (Northlake, IL)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200299,BS 0220 APM 1F 80R80,IA,Muscatine,1500,2014-01-06T00:00:00Z,1357 Isett Avenue,NA,52761-4521,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Jan,1,6
"Fiscal Quarter 3, 2013",201308,2013,"613 (Merced, CA)",Productos Industrializados (CUS003562),Productos Industrializados (CUS003562),200028,BS 0004 APHM 1F 800R/800,TX,Laredo Texas,1200,2013-05-06T00:00:00Z,302 Quivira DR,Pan Americana Park,78045,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,May,5,6
"Fiscal Quarter 3, 2013",201309,2013,"613 (Merced, CA)","Campbell Soup Supply Company, Llc. (CUS003502)","Campbell Soup Supply Company, Llc. (CUS000231)",206463,BS 0012 AVHV 5100/5100/INSRT,CA,STOCKTON,3840,2013-06-25T00:00:00Z,760 INDUSTRIAL DRIVE,MAIN PLANT,95206,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Jun,6,25
"Fiscal Quarter 3, 2013",201309,2013,"613 (Merced, CA)",DEL MONTE CORPORATION (GPC000003),DEL MONTE CORPORATION (CUS009217),206763,BS 1200 APVHV 5100/5100/INSRT,CA,Modesto,5600,2013-06-19T00:00:00Z,4000 Yosemite Blvd,NA,95357-1580,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Jun,6,19
"Fiscal Quarter 2, 2017",201705,2017,"611 (Northlake, IL)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200301,BS 0220 APHM 1F 800X/800,IA,Muscatine,600,2017-02-21T00:00:00Z,1357 Isett Avenue,NA,52761-4521,600,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Feb,2,21
"Fiscal Quarter 2, 2017",201706,2017,"611 (Northlake, IL)",Productos Industrializados (CUS003562),Productos Industrializados (CUS003562),302201,BS 0220 APVHM 1F 2626,AZ,"NOGALES, AZ",900,2017-03-13T00:00:00Z,1430 N. INDUSTRIAL PARK AVE.,NA,85621,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Mar,3,13
"Fiscal Quarter 2, 2018",201806,2018,"613 (Merced, CA)",Todd's BBI International (CUS011151),Todd's BBI International (CUS011151),200350,BS 1200 APPHM 1F 800X/800,NE,MADISON,180,2018-03-21T00:00:00Z,109 S Main Street,NA,68748-6281,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Mar,3,21
"Fiscal Quarter 3, 2010",201007,2010,"613 (Merced, CA)",HEINZ (GPC000002),Escalon Premier Brands (CUS003581),200301,BS 0220 APHM 1F 800X/800,CA,Escalon,1230,2010-04-01T00:00:00Z,1905 McHenry Avenue,NA,95320-9601,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Apr,4,1
"Fiscal Quarter 2, 2011",201104,2011,"611 (Northlake, IL)",SALSAS CASTILLO SAPI DE CV. (CUS008604),SALSAS CASTILLO SAPI DE CV. (CUS008604),200301,BS 0220 APHM 1F 800X/800,AZ,"Nogales, AZ",30,2011-01-28T00:00:00Z,1447 West La Quinta Road,NA,85621,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Jan,1,28
"Fiscal Quarter 2, 2011",201104,2011,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200346,BS 1080 APPHM 2F 80X80 TS43BME,IA,Muscatine,350,2011-01-31T00:00:00Z,1357 Isett Avenue,NA,52761-4521,140,140,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Jan,1,31
"Fiscal Quarter 2, 2011",201104,2011,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),200304,BS 0220 APPHM 1F 800X/800,CA,Lemoore,500,2011-01-20T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Jan,1,20
"Fiscal Quarter 2, 2011",201105,2011,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200346,BS 1080 APPHM 2F 80X80 TS43BME,IA,Muscatine,161,2011-02-25T00:00:00Z,1357 Isett Avenue,NA,52761-4521,250,250,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Feb,2,25
"Fiscal Quarter 2, 2011",201105,2011,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),201508,BS 0220 APVHN 1F 5100/INS&CAP,CA,Lemoore,1600,2011-02-09T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Feb,2,9
"Fiscal Quarter 2, 2012",201204,2012,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200346,BS 1080 APPHM 2F 80X80 TS43BME,IA,Muscatine,287,2012-01-24T00:00:00Z,1357 Isett Avenue,NA,52761-4521,350,140,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Jan,1,24
"Fiscal Quarter 3, 2013",201308,2013,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200340,BS 0880 APPHM 1F 800X/800,IA,Muscatine,98,2013-05-16T00:00:00Z,1357 Isett Avenue,NA,52761-4521,102,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,May,5,16
"Fiscal Quarter 3, 2013",201309,2013,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),200171,BG 0012 AHV 1700/1700/INS,CA,Huron,4770,2013-06-26T00:00:00Z,19800 Gale Avenue,NA,93234,4500,3250,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Jun,6,26
"Fiscal Quarter 3, 2013",201309,2013,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),201511,BS 0220 APHM 1F 5100/INS&CAP,CA,Lemoore,16200,2013-06-24T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Jun,6,24
"Fiscal Quarter 3, 2014",201409,2014,"613 (Merced, CA)",Ingomar Packing (CUS000390),Ingomar Packing (CUS000390),201511,BS 0220 APHM 1F 5100/INS&CAP,CA,Los Banos,39960,2014-06-26T00:00:00Z,9950 South Ingomar Grade,NA,93635-1448,2e4,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Jun,6,26
"Fiscal Quarter 3, 2015",201509,2015,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",206463,BS 0012 AVHV 5100/5100/INSRT,CA,Buttonwillow,3200,2015-06-24T00:00:00Z,36889 HWY 58,NA,93206-0515,6e3,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2015,Jun,6,24
"Fiscal Quarter 3, 2015",201509,2015,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),MORNING STAR PACKING (CUS000470),206463,BS 0012 AVHV 5100/5100/INSRT,CA,Los Banos,4800,2015-06-29T00:00:00Z,13448 Volta Road,NA,93635-9785,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2015,Jun,6,29
"Fiscal Quarter 3, 2015",201509,2015,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),206463,BS 0012 AVHV 5100/5100/INSRT,CA,Los Banos,19200,2015-06-25T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,1e4,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2015,Jun,6,25
"Fiscal Quarter 3, 2016",201609,2016,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",201929,BS 1200 APHM 1F 5100/INS&CAP,CA,Buttonwillow,8360,2016-06-29T00:00:00Z,36889 HWY 58,NA,93206-0515,4e3,8800,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Jun,6,29
"Fiscal Quarter 3, 2017",201707,2017,"613 (Merced, CA)",SALSAS CASTILLO SAPI DE CV. (CUS008604),SALSAS CASTILLO SAPI DE CV. (CUS008604),200350,BS 1200 APPHM 1F 800X/800,AZ,"Nogales, AZ",180,2017-04-07T00:00:00Z,1982 N. Smokey Lane,NA,85621,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Apr,4,7
"Fiscal Quarter 3, 2017",201708,2017,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),200304,BS 0220 APPHM 1F 800X/800,CA,Lemoore,5e3,2017-06-01T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Jun,6,1
"Fiscal Quarter 3, 2012",201207,2012,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),202847,BW 0020 APHN 1F 800/800R,CA,Lemoore,150,2012-04-18T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Apr,4,18
"Fiscal Quarter 2, 2012",201205,2012,"613 (Merced, CA)",Conservas La Costena Sa De Cv (CUS000268),Conservas La Costena Sa De Cv (CUS000268),201387,BS 0002 AVHM 2600/2600 CTR,AZ,"NOGALES, AZ",2040,2012-02-20T00:00:00Z,1370 N. INDUSTRIAL PARK,NA,85628,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Feb,2,20
"Fiscal Quarter 2, 2013",201306,2013,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200299,BS 0220 APM 1F 80R80,IA,Muscatine,2500,2013-03-28T00:00:00Z,1357 Isett Avenue,NA,52761-4521,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Mar,3,28
"Fiscal Quarter 2, 2013",201306,2013,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",J. G. Boswell Company (CUS008413),201522,BS 1440 APPHM 1F 5100/INS&CAP,CA,Corcoran,-45,2013-01-17T00:00:00Z,710 Bainum Avenue,NA,93212-9603,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Jan,1,17
"Fiscal Quarter 2, 2014",201405,2014,"613 (Merced, CA)",Conservas La Costena Sa De Cv (CUS000268),Conservas La Costena Sa De Cv (CUS000268),200325,BS 0220 AVHM 1F 2600/2600-OBS,AZ,"NOGALES, AZ",10550,2014-02-19T00:00:00Z,1370 N. INDUSTRIAL PARK,NA,85628,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Feb,2,19
"Fiscal Quarter 1, 2015",201501,2015,"613 (Merced, CA)",SUN BRITE FOODS INC (CUS200675),SUN BRITE FOODS INC (CUS200675),200187,BG 0012 APHM 3400/3400,ON,RUTHVEN,250,2014-10-03T00:00:00Z,2526 TALBOT ROAD,PO BOX 70,N0P 2G0,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),unknown,2014,Oct,10,3
"Fiscal Quarter 2, 2014",201404,2014,620 (Scholle IPN Canada Ltd.),SUN-RYPE PRODUCTS LTD (CUS200510),SUN-RYPE PRODUCTS LTD (CUS200510),200322,BG 0220 APHM 2600/2600,BC,KELOWNA,2400,2013-12-30T00:00:00Z,1165 - ETHEL ST,NA,V1Y 2W4,0,NA,TOMATO (PROCESSED FRUIT TOMATO),unknown,2013,Dec,12,30
"Fiscal Quarter 2, 2014",201406,2014,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200346,BS 1080 APPHM 2F 80X80 TS43BME,IA,Muscatine,280,2014-03-05T00:00:00Z,1357 Isett Avenue,NA,52761-4521,240,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Mar,3,5
"Fiscal Quarter 3, 2012",201208,2012,"613 (Merced, CA)",UNILEVER (GPC000012),Unilever Bestfoods (CUS007751),201869,BG 1320 PPHN2FT 4300C/4300-OBS,KS,NEW CENTURY,120,2012-05-29T00:00:00Z,27080 W. 159TH STREET,NA,66031-1129,160,380,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,May,5,29
"Fiscal Quarter 3, 2012",201209,2012,"611 (Northlake, IL)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200299,BS 0220 APM 1F 80R80,IA,Muscatine,3e3,2012-06-26T00:00:00Z,1357 Isett Avenue,NA,52761-4521,1650,1300,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Jun,6,26
"Fiscal Quarter 3, 2012",201209,2012,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),201513,BG 0012 AHV 5100/5100/INSRT,CA,Huron,8e3,2012-06-29T00:00:00Z,19800 Gale Avenue,NA,93234,0,4500,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Jun,6,29
"Fiscal Quarter 3, 2012",201209,2012,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),201511,BS 0220 APHM 1F 5100/INS&CAP,CA,Los Banos,8640,2012-06-27T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,0,35e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Jun,6,27
"Fiscal Quarter 3, 2013",201307,2013,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200346,BS 1080 APPHM 2F 80X80 TS43BME,IA,Muscatine,280,2013-04-22T00:00:00Z,1357 Isett Avenue,NA,52761-4521,270,160,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Apr,4,22
"Fiscal Quarter 3, 2013",201309,2013,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Lemoore,3600,2013-06-21T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,NA,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Jun,6,21
"Fiscal Quarter 3, 2013",201308,2013,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200346,BS 1080 APPHM 2F 80X80 TS43BME,IA,Muscatine,350,2013-05-23T00:00:00Z,1357 Isett Avenue,NA,52761-4521,290,240,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,May,5,23
"Fiscal Quarter 3, 2013",201309,2013,"613 (Merced, CA)",CONAGRA (GPC000027),Conagra Grocery Products Company (CUS000613),201928,BS 1200 APHM 1F 1700 SPT ONLY,CA,OAKDALE,5720,2013-06-28T00:00:00Z,554 SOUTH YOSEMITE AVENUE,NA,95361,NA,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Jun,6,28
"Fiscal Quarter 3, 2014",201408,2014,"613 (Merced, CA)",UNILEVER (GPC000012),Unilever Bestfoods (CUS007751),201869,BG 1320 PPHN2FT 4300C/4300-OBS,KS,NEW CENTURY,140,2014-05-19T00:00:00Z,27080 W. 159TH STREET,NA,66031-1129,120,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,May,5,19
"Fiscal Quarter 3, 2014",201409,2014,"613 (Merced, CA)","Campbell Soup Supply Company, Llc. (CUS003502)","Campbell Soup Supply Company, Llc. (CUS000231)",206463,BS 0012 AVHV 5100/5100/INSRT,CA,STOCKTON,4080,2014-06-26T00:00:00Z,760 INDUSTRIAL DRIVE,MAIN PLANT,95206,4e3,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Jun,6,26
"Fiscal Quarter 3, 2014",201409,2014,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Huron,1980,2014-06-25T00:00:00Z,19800 Gale Avenue,NA,93234,7920,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Jun,6,25
"Fiscal Quarter 3, 2014",201409,2014,"613 (Merced, CA)",UNILEVER (GPC000012),Unilever Bestfoods (CUS007751),201869,BG 1320 PPHN2FT 4300C/4300-OBS,KS,NEW CENTURY,140,2014-06-06T00:00:00Z,27080 W. 159TH STREET,NA,66031-1129,260,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2014,Jun,6,6
